date,endDate,incompleteResultLabel,resultId,device,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16.1,Q16.2,Q16.3,Q16.4,Q16.5,Q16.6,Q16.7,Q16.8,Q16.9,Q16.10,Q16.11,Q16.12,Q16.13,Q16.14,Q16.15,Q17.1,Q17.2,Q17.3,Q17.4,Q17.5,Q17.6,Q17.7,Q17.7.1,Q18,Q18.1.1,Q19,Q20,Q21,Q22,Q23,Q24,VAR00006,VAR00005,VAR00004,VAR00003,VAR00002,VAR00001,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57.1,Q57.2,Q57.3,Q57.4,Q58,Q59,Q60,Q61,Q62,Q63,Q64.1,Q64.2,Q64.3,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72.1,Q72.2,Q72.3,Q72.4,Q72.5,Q72.6,Q72.7,Q72.8,Q72.9,Q72.10,Q72.11,Q72.11.1,Q73.1,Q73.2,Q73.3,Q73.4,Q73.5,Q73.6,Q73.7,Q73.8,Q73.9,Q73.10,Q73.11,Q73.11.1,Q74,Q75,Q76.1,Q76.2,Q76.3,Q76.4,Q76.5,Q76.6,Q76.7,Q76.7.1,Q77,Q78,Q79.1,Q79.2,Q79.3,Q79.4,Q79.5,Q79.6,Q79.7,Q79.7.1,Q80,Q81,Q81.1.1,Q82,Q82.1.1,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96,Q97,Q97.1.1,Q98,Q99,Q100.1,Q100.2,Q100.3,Q101,Q101.1.1,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112
2023-11-07T14:48:31Z,2023-11-07T15:09:36Z,False,45976522,aemtablet17,3618,3,1,Empeorado algo,No les alcanza y tienen dificultades,No,,,NA,,,NA,,,NA,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,6,,5,,,10,Satisfecho,Satisfecho,Algo satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,10,9,7,10,10,10,7,No,NA,,10,No hubo apagones,No,NA,,10,3,No,NA,,6,6,10,No,NA,,3,No,NA,,4,5,5,NA,1,1,8,No cuenta con bibliotecas,7,8,3,Nunca,Algo,Mucho,Mucho,la x,1,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Servicios basicos,,Transporte publico,,Poco,No,,,Alta,La misma ciudadanía,5,8,3,10,Sí,Sí,Sí,Sí,Llantas tiradas,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,44,30 a 44 anos,Hogar,Secundaria terminada,No,NA,,"$2,186.88 a $4,373.74",,durango,Si
2023-11-07T16:22:15Z,2023-11-07T16:40:55Z,False,45976537,aemtablet6,3618,3,9,Empeorado mucho,No les alcanza y tienen dificultades,No,,,NA,,,NA,,,NA,NA,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Sí,Sí,No,No,NA,NA,NA,NA,Selected,NA,NA,,Servicio medico privado/particulares,,5,8,10,10,5,8,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,9,9,10,10,2,8,7,Si,Si,10,10,No hubo apagones,No,NA,,10,3,No,NA,,10,9,8,No,NA,,8,No,NA,,1,8,8,8,8,8,8,8,5,8,5,Nunca,Bastante,Bastante,Bastante,Chamizal,NA,Sí,2,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Sí,9,NA,NA,NA,NA,NA,NA,NA,,Sí,8,NA,NA,NA,NA,NA,NA,NA,,Mucho,Drogadiccion,,Corrupcion,,Nada,No,,,Media,Gobierno Municipal,7,5,10,9,No,Sí,Sí,Sí,Basureros/tiraderos clandestinos (en casas/terrenos),,Sí recordo sin apoyo visual,NA,Totalmente de acuerdo,Parcialmente de acuerdo,Parcialmente de acuerdo,Mujer,,55,45 a 59 anos,Hogar,Carrera técnica incompleta,Si,NS/NC,,NS/NC,,durango,Si
2023-11-07T15:51:16Z,2023-11-07T16:13:44Z,False,45976538,aemtablet6,119,3,9,Empeorado algo,Les alcanza bien y pueden ahorrar,Sí,9,,Publica,9,,Publica,9,,Publica,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,NA,NA,Selected,NA,NA,NA,NA,,IMSS Bienestar,,8,8,8,7,8,9,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,10,9,9,10,10,10,7,No,NA,,8,No hubo apagones,Si,Si,8,10,3,No,NA,,8,9,9,No,NA,,7,No,NA,,8,8,1,1,1,1,1,8,8,7,7,Nunca,Bastante,Poco,Poco,el lumbral,1,Sí,3,3,NA,Si,NA,NA,NA,NA,NA,NA,NA,Selected,NA,Selected,NA,,Selected,NA,NA,NA,NA,NA,NA,Selected,Selected,NA,NA,,Sí,8,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Drogadiccion,,Falta de valores,,Nada,No,,,Media,Gobierno Municipal,8,8,8,8,No,Sí,No,Sí,Parques sucios/descuidados,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,27,18 a 29 anos,Hogar,Preparatoria terminada,Si,"$0.00 a $2,186.87",,"$4,373.75 a $6,560.61",,durango,Si
2023-11-08T09:31:04Z,2023-11-08T09:51:43Z,False,45979146,aemtablet23,119,3,7,Mejorado mucho,Les alcanza bien y pueden ahorrar,No,,,NA,,,NA,,,NA,Sí,No,Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,No,No,NA,Selected,NA,NA,NA,NA,NA,,ISSSTE,,8,8,6,8,9,10,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,9,7,8,7,10,10,7,Si,Si,10,10,No hubo apagones,No,NA,,8,3,No,NA,,8,8,10,No,NA,,6,No,NA,,7,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,7,No cuenta con bibliotecas,8,7,No hay espacios para personas con discapacidad en el area,Nunca,Algo,Algo,Algo,la x,2,No,NA,NA,NA,Si,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Pobreza,,Inseguridad/Violencia,,Algo,No,,,Media,Gobierno Estatal,8,8,7,9,No,Sí,Sí,No,Terrenos baldios,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,39,30 a 44 anos,"Empleado de empresa pública (en gobierno, CFE, Junta de Agua, PEMEX, etc)",Preparatoria incompleta,Si,"$6,560.62 a $8,747.48",,"$8,747.49 a $10,934.35",,aldama,Si
2023-11-08T09:54:11Z,2023-11-08T10:12:01Z,False,45979148,aemtablet23,119,3,7,Empeorado algo,No les alcanza y tienen dificultades,No,,,NA,,,NA,,,NA,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,10,10,10,10,10,8,Satisfecho,Satisfecho,NA,Satisfecho,Satisfecho,Muy satisfecho,10,10,9,8,9,9,7,No,NA,,9,No hubo apagones,No,NA,,10,3,No,NA,,10,10,10,No,NA,,7,No,NA,,8,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,8,No cuenta con bibliotecas,8,4,No hay espacios para personas con discapacidad en el area,Nunca,Bastante,Algo,Algo,parque benito juarez,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selected,NA,,Sí,10,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Inseguridad/Violencia,,Drogadiccion,,Nada,No,,,Media,Gobierno Municipal,8,8,1,10,Sí,No,No,Sí,Terrenos baldios,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,75,60 anos o más,Hogar,Analfabeta,Si,"$2,186.88 a $4,373.74",,"$0.00 a $2,186.87",,igmacio aldama,Si
2023-11-08T10:21:08Z,2023-11-08T10:34:07Z,False,45979150,aemtablet23,119,3,7,Mejorado algo,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,Selected,NA,NA,,Servicio medico privado/particulares,,10,10,10,10,9,10,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,9,10,10,9,10,9,7,No,NA,,8,Al menos una vez al mes,Si,Si,9,10,3,No,NA,,9,8,10,No,NA,,2,No,NA,,9,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,7,No cuenta con bibliotecas,8,1,No hay espacios para personas con discapacidad en el area,Muchas veces,Algo,Bastante,Algo,la puerta,3,Sí,1,NA,NA,Si,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Inseguridad/Violencia,,Pobreza,,Nada,No,,,Media,Gobierno Federal,6,5,1,6,No,Sí,No,No,Calles sucias/basura en calles,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,57,45 a 59 anos,Empleador/empresario,Secundaria terminada,No,NA,,"$8,747.49 a $10,934.35",,aldama,Si
2023-11-08T10:34:04Z,2023-11-08T10:55:18Z,False,45979194,aemtablet6,119,3,9,Mejorado algo,No les alcanza y tienen dificultades,No,,,NA,,,NA,,,NA,Sí,Sí,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,Médicos de farmacias/genericos,,8,9,7,7,7,8,Satisfecho,NA,Satisfecho,Poco satisfecho,Algo satisfecho,Muy satisfecho,10,10,8,8,7,8,7,No,NA,,9,Al menos una vez al mes,No,NA,,9,2,No,NA,,10,9,8,No,NA,,7,No,NA,,7,8,7,7,7,7,7,7,9,7,7,Pocas veces,Poco,Poco,Poco,la X,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,Selected,NA,NA,Selected,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Algo,Corrupcion,,Inseguridad/Violencia,,Nada,No,,,Muy baja,Gobierno Federal,8,7,6,7,No,Sí,No,No,Terrenos baldios,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,52,45 a 59 anos,Desempleado,Carrera técnica terminada,No,NA,,"$0.00 a $2,186.87",,ignacio aldama,Si
2023-11-08T11:26:55Z,2023-11-08T11:44:55Z,False,45979195,aemtablet6,119,3,9,Igual,No les alcanza y tienen dificultades,No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,Sí,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,7,7,,7,7,10,NA,NA,NA,NA,NA,NA,10,8,8,8,9,10,7,No,NA,,7,Al menos una a la semana,Si,Si,8,10,3,No,NA,,10,10,10,No,NA,,9,No,NA,,10,7,8,8,8,8,7,7,7,7,7,Algunas veces,Poco,Algo,Bastante,el Chamizal,1,Sí,1,NA,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Poco,Inseguridad/Violencia,,Transporte publico,,Nada,Sí,policías trencito,pedir mordida,Baja,Gobierno Estatal,10,8,7,7,Sí,Sí,Sí,Sí,Parques sucios/descuidados,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,62,60 anos o más,Jubilado/Pensionado,Secundaria terminada,Si,NS/NC,,NS/NC,,ignsci Aldama,Si
2023-11-08T10:56:44Z,2023-11-08T11:17:11Z,False,45979198,aemtablet6,119,3,9,Mejorado algo,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,NA,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,No,NA,NA,NA,NA,Selected,NA,NA,,Servicio medico privado/particulares,,8,10,8,9,8,9,NA,NA,NA,NA,NA,NA,10,10,10,9,7,9,7,No,NA,,9,Solo hubo un apagon,Si,Si,10,9,3,No,NA,,8,9,9,No,NA,,10,No,NA,,7,8,9,9,9,9,10,9,9,8,7,Algunas veces,Algo,Algo,Algo,la X,1,No,NA,NA,NA,Si,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Algo,Desempleo,,Desempleo,,Nada,No,,,Media,Gobierno Municipal,10,9,7,8,No,Sí,No,Sí,Terrenos baldios,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,43,30 a 44 anos,Empleado empresa privada,Secundaria terminada,Si,"$2,186.88 a $4,373.74",,"$2,186.88 a $4,373.74",,,Si
2023-11-08T09:53:50Z,2023-11-08T10:19:49Z,False,45979204,aemtablet14,119,3,6,Empeorado mucho,No les alcanza y tienen grandes dificultades,No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,No,NA,Sí,Sí,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,7,5,7,4,5,9,Algo satisfecho,Algo satisfecho,Poco satisfecho,Algo satisfecho,Algo satisfecho,Satisfecho,10,10,10,10,7,10,7,Si,Si,6,7,No hubo apagones,No,NA,,9,3,No,NA,,10,10,10,No,NA,,9,No,NA,,10,10,9,9,8,7,9,No cuenta con bibliotecas,No cuenta con centros comunitarios,8,No hay espacios para personas con discapacidad en el area,Pocas veces,Bastante,Bastante,Bastante,parque central,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,,Sí,5,Selected,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Drogadiccion,,Falta de hospitales/clínicas de salud,,Mucho,No,,,Muy alta,Ninguna,4,6,4,6,No,Sí,No,No,Calles sucias/basura en calles,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,63,60 anos o más,Jubilado/Pensionado,Secundaria incompleta,No,NA,,"$0.00 a $2,186.87",,aldama,Si
2023-11-08T09:26:39Z,2023-11-08T09:48:13Z,False,45979210,aemtablet14,119,3,6,Empeorado algo,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,No,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,NA,NA,Selected,NA,NA,NA,NA,,No usa ningún tipo de servicio medico,,,,,,,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,10,8,8,9,8,8,7,No,NA,,10,Solo hubo un apagon,No,NA,,10,3,No,NA,,7,8,8,No,NA,,6,No,NA,,9,7,7,7,6,8,No cuenta con unidades deportivas,No cuenta con bibliotecas,8,8,No hay espacios para personas con discapacidad en el area,Nunca,Algo,Bastante,Bastante,el punto,1,No,NA,NA,NA,Si,NA,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,,Sí,7,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Inseguridad/Violencia,,Corrupcion,,Nada,No,,,Muy baja,Ninguna,8,8,8,9,No,Sí,Sí,Sí,Llantas tiradas,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,66,60 anos o más,Jubilado/Pensionado,Primaria incompleta,Si,"$0.00 a $2,186.87",,"$0.00 a $2,186.87",,aldama,Si
2023-11-08T10:23:51Z,2023-11-08T10:47:21Z,False,45979214,aemtablet14,119,3,6,Mejorado algo,Les alcanza bien y pueden ahorrar,No,,,NA,,,NA,,,NA,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,Selected,NA,,No usa ningún tipo de servicio medico,,,,,,,,Satisfecho,Muy satisfecho,Poco satisfecho,Satisfecho,Poco satisfecho,Satisfecho,9,8,9,6,7,10,7,No,NA,,6,No hubo apagones,No,NA,,10,3,No,NA,,9,10,7,No,NA,,8,No,NA,,7,4,6,9,3,5,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,5,No hay espacios para personas con discapacidad en el area,Muchas veces,Algo,Algo,Nada,la x,2,No,NA,NA,NA,Si,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Ns/Nc,Transporte publico,,Falta de hospitales/clínicas de salud,,Nada,Sí,transito,lo paran pata mordida,Media,No sabe/ No contestó,8,6,4,6,No,Sí,No,No,Terrenos baldios,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,49,45 a 59 anos,Hogar,Preparatoria terminada,Si,"$0.00 a $2,186.87",,"$0.00 a $2,186.87",,aldama,Si
2023-11-08T11:12:01Z,2023-11-08T11:29:02Z,False,45979230,aemtablet4,119,3,2,Empeorado algo,No les alcanza y tienen dificultades,No,,,NA,,,NA,,,NA,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,Médicos de farmacias/genericos,,5,5,3,5,5,8,Algo satisfecho,Algo satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,7,9,9,8,10,8,7,No,NA,,5,Solo hubo un apagon,Si,Si,8,9,3,No,NA,,10,10,9,No,NA,,1,No,NA,,5,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,No cuenta con unidades deportivas,No cuenta con bibliotecas,8,No hay banquetas en mi area,No hay espacios para personas con discapacidad en el area,Algunas veces,Poco,Bastante,Bastante,la X,1,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Algo,Impunidad,,Corrupcion,,Poco,No,,,Media,Gobierno Municipal,5,1,1,5,No,Sí,No,No,Basureros/tiraderos clandestinos (en casas/terrenos),,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,49,45 a 59 anos,Hogar,Primaria terminada,No,NA,,"$2,186.88 a $4,373.74",,aldama,Si
2023-11-08T10:44:11Z,2023-11-08T11:08:36Z,False,45979231,aemtablet4,119,3,1,Igual,Les alcanza bien y pueden ahorrar,No,,,NA,,,NA,,,NA,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,Selected,NA,NA,,Servicio medico privado/particulares,,10,10,10,10,10,8,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,10,7,10,10,10,5,7,Si,Si,5,7,Solo hubo un apagon,Si,Si,5,10,3,Si,Si,8,8,8,8,No,NA,,1,Si,No,2,5,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,7,No cuenta con bibliotecas,No cuenta con centros comunitarios,1,No hay espacios para personas con discapacidad en el area,Nunca,Bastante,Bastante,Bastante,Zapata,1,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Algo,Otro (especificar cuál),pavimentación,Drogadiccion,,Nada,No,,,Media,Gobierno Estatal,10,5,2,5,No,No,No,No,Calles sucias/basura en calles,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,81,60 anos o más,Jubilado/Pensionado,Primaria terminada,Si,"$4,373.75 a $6,560.61",,"$4,373.75 a $6,560.61",,aldama,Si
2023-11-08T11:33:12Z,2023-11-08T11:51:53Z,False,45979241,aemtablet4,119,3,3,Empeorado algo,Les alcanza bien y pueden ahorrar,Sí,10,,Publica,9,,Publica,10,,Publica,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,No,No,No,No,Sí,Sí,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,8,10,4,8,4,7,Algo satisfecho,Muy satisfecho,Poco satisfecho,Satisfecho,Algo satisfecho,Poco satisfecho,7,7,8,8,7,6,7,No,NA,,7,Al menos una vez al mes,Si,Si,8,7,2,No,NA,,7,7,7,Si,No,3,2,No,NA,,5,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,No cuenta con unidades deportivas,No cuenta con bibliotecas,6,5,6,Muchas veces,Algo,Poco,Poco,la x,NA,Sí,1,NA,NA,Si,NA,NA,NA,NA,NA,Selected,NA,NA,Selected,NA,NA,,NA,NA,NA,NA,NA,Selected,NA,NA,Selected,NA,NA,,Sí,8,NA,NA,NA,NA,NA,NA,NA,,Sí,8,NA,NA,NA,NA,NA,NA,NA,,Poco,Corrupcion,,Economia/Crisis,,Poco,No,,,Media,Gobierno Municipal,7,6,7,5,No,Sí,No,No,Terrenos baldios,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,19,18 a 29 anos,Estudiante que trabaja,Universidad terminada,Si,"$2,186.88 a $4,373.74",,"$2,186.88 a $4,373.74",,aldama,Si
2023-11-08T09:33:55Z,2023-11-08T09:56:21Z,False,45979247,aemtablet13,3707,3,1,Igual,No les alcanza y tienen grandes dificultades,Sí,8,,Publica,8,,Publica,,,NA,NA,NA,Sí,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,6,6,10,10,10,8,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,10,9,10,10,6,10,7,No,NA,,10,Solo hubo un apagon,Si,Si,6,10,3,No,NA,,6,10,10,Si,Si,8,10,No,NA,,6,8,7,8,4,6,No cuenta con unidades deportivas,8,9,6,8,Nunca,Poco,Mucho,Bastante,museo,1,Sí,1,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Sí,4,Selected,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Falta de valores,,Pobreza,,Nada,No,,,Baja,No sabe/ No contestó,8,9,6,6,Sí,Sí,Sí,Sí,Calles sucias/basura en calles,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,50,45 a 59 anos,Hogar,Primaria terminada,No,NA,,No percibe ingresos Familiares,,aldama,No
2023-11-08T09:58:49Z,2023-11-08T10:18:18Z,False,45979249,aemtablet13,3707,3,1,Empeorado algo,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,Sí,NA,Sí,Sí,No,No,Sí,Sí,Sí,NA,NA,NA,NA,NA,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,7,7,10,8,10,10,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,10,10,10,10,1,10,7,No,NA,,10,No hubo apagones,Si,Si,1,10,3,No,NA,,1,9,5,No,NA,,1,No,NA,,10,1,7,8,3,10,10,10,10,7,6,Nunca,Poco,Bastante,Algo,la x,1,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,Sí,3,Selected,Selected,Selected,NA,NA,NA,NA,,Sí,10,NA,NA,NA,NA,NA,NA,NA,,Algo,Inseguridad/Violencia,,Inseguridad/Violencia,,Nada,No,,,Baja,Ninguna,10,2,2,1,No,Sí,No,Sí,Parques sucios/descuidados,,Sí recordo sin apoyo visual,NA,Totalmente de acuerdo,Parcialmente de acuerdo,Totalmente de acuerdo,Mujer,,64,45 a 59 anos,Hogar,Secundaria terminada,No,NA,,No percibe ingresos Familiares,,aldama,No
2023-11-08T10:34:01Z,2023-11-08T10:53:44Z,False,45979251,aemtablet13,3707,3,1,Mejorado algo,Les alcanza bien y pueden ahorrar,Sí,8,,Privada,10,,Privada,10,,Privada,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,,Médicos de farmacias/genericos,,6,10,3,8,5,4,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,10,8,10,1,1,1,7,Si,Si,1,10,Solo hubo un apagon,Si,Si,5,10,3,Si,NA,10,5,3,4,Si,No,1,4,Si,No,1,7,2,2,5,1,1,10,10,7,6,2,Muchas veces,Poco,Algo,Bastante,monumento,4,No,NA,NA,NA,Si,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Sí,1,NA,Selected,NA,NA,NA,NA,NA,,Nada,Drogadiccion,,Pobreza,,Mucho,Sí,peleas,pleitoe entrebamigos,Muy baja,La misma ciudadanía,8,10,2,1,Sí,Sí,Sí,Sí,Calles sucias/basura en calles,,Sí recordo sin apoyo visual,NA,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Hombre,,20,18 a 29 anos,Estudiante que trabaja,Preparatoria terminada,No,NA,,No percibe ingresos Familiares,,aldama,No
